,Import Type,Season Stakes*,Total Stakes*,No. of 1-2-3-Starts*,No. of starts in past 10race meetings,Current Stable Location(Arrival Date),Import Date,Trainer,Owner,Current Rating,Start ofSeason Rating,Sire,Dam,Dam's Sire,Same Sire,name,Country of Origin,Age,Colour,Sex,PP Pre-import races footage
71,PPG,"$2,318,550","$2,318,550",2-2-2-7,2,Hong Kong(23/08/2023),20/03/2023,J Size,Beauty Family Syndicate,70,52,Toronado,No Push Over,Brief Truce,J411 J437 BABY SATELLITE BEAUTY GLORY BLESSED NATION CAPTAIN WIN DIAMOND WINNER GOLDEN CHAMPION HAPPY FEELING HELIOS EXPRESS I AM THE BOSS IVICTORIAM LA FORZA MAGNIFICENT NINE MASTER TORNADO OWNERS' PRAISE PACKING POWER RED ELEGANCE SENOR TOBA SIGHT VICTORY STORMTROUPER SWEET ENCOUNTER TORONADO PHANTOM VERBIER VICTOR THE WINNER,2022_H377,AUS,4,Bay,Gelding,
72,PP,"$7,729,500","$26,000,200",6-5-5-29,2,Hong Kong(09/12/2020),27/07/2020,A S Cruz,Eleanor Kwok Law Kwai Chun & Patrick Kwok Ho Chuen,119,117,Sebring,Impressive Jeuney,Jeune,DRAGON PRIDE PERFECT PEACH SIMPLE HEDGE SIMPLY MAVERICK SUPERB KID,2020_E058,AUS,7,Chestnut,Gelding,
73,PPG,"$8,884,750","$23,431,325",8-3-3-16,2,Hong Kong(07/06/2022),07/06/2022,J Size,Patrick Kwok Ho Chuen,119,117,Starspangledbanner,Ithacan Queen,Savabeel,J428 BEAUTY WAVES BLING BLING GENIUS BRILLIANT EXPRESS CALIFORNIA BANNER CALIFORNIA SPANGLE CALIFORNIA STAR CHAMPION DRAGON CITY THUNDER COPARTNER AMBITION DROMBEG BANNER HELENE WARRIOR JAZZ CLUB LUCKY BANNER NORDIC DRAGON PRESTIGE ALWAYS PROSECCO RUBY SAILING SIGHT HAPPY SOLID WIN SPANGLE FORTUNE SPLENDID LIVING STELLAR SWIFT TURIN STARSPANGLED WINNING HEART,2021_H008,AUS,5,Chestnut,Gelding,
74,PPG,"$232,800","$6,643,500",5-2-2-23,1,Hong Kong(09/04/2024),14/07/2021,F C Lor,Kitty Kwok Sea Nga,73,89,Shamus Award,Miss Ethics,Count Dubois,ACE ONE BOTTOMUPTOGETHER NOIR RIDER RISING FROM ASHES YOUTHFUL SPIRITS,2021_G057,AUS,6,Bay,Gelding,
75,PP,"$1,534,500","$5,028,225",2-2-4-35,3,Hong Kong(31/05/2021),31/05/2021,A S Cruz,Patrick Kwok Ho Chuen,58,64,Toronado,Gregoria,Holy Roman Emperor,J411 J437 BABY SATELLITE BEAUTY INFINITY BLESSED NATION CAPTAIN WIN DIAMOND WINNER GOLDEN CHAMPION HAPPY FEELING HELIOS EXPRESS I AM THE BOSS IVICTORIAM LA FORZA MAGNIFICENT NINE MASTER TORNADO OWNERS' PRAISE PACKING POWER RED ELEGANCE SENOR TOBA SIGHT VICTORY STORMTROUPER SWEET ENCOUNTER TORONADO PHANTOM VERBIER VICTOR THE WINNER,2020_E459,GB,6,Bay,Gelding,
76,PP,"$2,248,250","$7,093,275",3-5-7-48,3,Hong Kong(09/11/2020),09/11/2020,J Size,Beauty Fit Syndicate,62,69,Ilovethiscity,Feesforus,Legal Opinion,GALVANIC GOOD LUCK WIN SERANGOON,2020_E279,AUS,7,Bay,Gelding,
77,PP,$0,$0,0-0-0-0,0,Hong Kong(23/12/2023),23/12/2023,W K Mo,Kwok Siu Ming,64,64,Night Of Thunder,Tawayna,Invincible Spirit,HAMERON STORM LEGEND,2023_J299,IRE,3,Bay,Colt,
78,PP,"$3,992,400","$3,992,400",1-3-1-6,1,Hong Kong(19/04/2023),14/01/2023,P C Ng,Eleanor Kwok Law Kwai Chun,73,64,Starspangledbanner,Little Sweetheart,Lawman,J428 BEAUTY ETERNAL BLING BLING GENIUS BRILLIANT EXPRESS CALIFORNIA BANNER CALIFORNIA SPANGLE CALIFORNIA STAR CHAMPION DRAGON CITY THUNDER COPARTNER AMBITION DROMBEG BANNER HELENE WARRIOR JAZZ CLUB LUCKY BANNER NORDIC DRAGON PRESTIGE ALWAYS PROSECCO RUBY SAILING SIGHT HAPPY SOLID WIN SPANGLE FORTUNE SPLENDID LIVING STELLAR SWIFT TURIN STARSPANGLED WINNING HEART,2022_H294,IRE,4,Chestnut,Gelding,
79,PP,$0,$0,0-0-0-0,0,Conghua(27/03/2024),08/01/2024,C S Shum,Mixion Lam Ting Kwok,66,66,Better Than Ready,Right Of Way,Denman,J429 DASHING GLORY MIRACLES SONIC BOOM SUPER WIN DRAGON,2023_J302,AUS,4,Brown,Gelding,
80,PP,"$860,950","$1,240,450",0-2-1-11,2,Hong Kong(16/01/2023),16/01/2023,C W Chang,All The Best Syndicate,57,64,Starcraft,Jackpot Queen,Not A Single Doubt,BEAUTY ALLIANCE DEVIL AND GOLD EAGLE RUN RED MAVERICK SUPER JOY,2022_H299,AUS,5,Chestnut,Gelding,
81,PPG,$0,$0,0-0-0-0,0,Hong Kong(04/11/2023),16/01/2023,T P Yung,Good Time Syndicate,48,48,Capitalist,Oridane,King Of Danes,J308 J362 J369 J402 ALWAYS MY FOLKS BLUE MARLIN CALIFORNIA BLITZ CAPITAL DELIGHT CAPITAL LEGEND CHILLI BABA GENEVA GIANT LEAP HERO WARRIOR JUBILANT WINNER LADY BILLIE MA COMET MONTA FRUTTA PLENTIFUL RISE COMPANIONS SAVVY CHIC SEASONS WIT SMILING EMPEROR SOLAR GOGO SOLAR UP SPICY KNUCKLES SPORTIC WARRIOR SUNLIGHT POWER SUPERB CAPITALIST WINNING DATA,2022_H305,AUS,4,Chestnut,Filly,
82,PP,$0,$0,0-0-0-0,0,Conghua(05/02/2024),23/12/2023,D J Whyte,"Kennedy Wong Ying Ho, Andrea Wong Yu Hang, Gregory Wong Yu Tak & Alister Wong Yu Ngai",68,68,Toronado,Mlayhah,Le Havre,J411 J437 BABY SATELLITE BEAUTY GLORY BEAUTY INFINITY CAPTAIN WIN DIAMOND WINNER GOLDEN CHAMPION HAPPY FEELING HELIOS EXPRESS I AM THE BOSS IVICTORIAM LA FORZA MAGNIFICENT NINE MASTER TORNADO OWNERS' PRAISE PACKING POWER RED ELEGANCE SENOR TOBA SIGHT VICTORY STORMTROUPER SWEET ENCOUNTER TORONADO PHANTOM VERBIER VICTOR THE WINNER,2023_J292,FR,4,Chestnut,Gelding,
83,PP,"$465,800","$465,800",0-1-0-8,1,Hong Kong(20/03/2023),20/03/2023,M Newnham,Mearas Syndicate,56,63,Vanbrugh,Schooner Bay,Falkirk,Nil,2022_H361,NZ,5,Chestnut,Gelding,
84,PPG,"$354,375","$2,065,175",1-3-6-26,2,Conghua(29/03/2024),19/12/2020,D J Whyte,Benjamin William Keswick,34,44,Dandy Man,Heard A Whisper,New Approach,ESCAPE ROUTE,2020_E310,IRE,7,Bay,Gelding,
85,PPG,$0,$0,0-0-0-0,0,Conghua(19/01/2024),21/09/2023,C S Shum,Alexander Yue Ka Kuen,52,52,Deep Field,Secretly Discreet,Lonhro,J423 J427 ADEFILL ALMIGHTY KICK BOOMBAYAH CALIFORNIA DEEPLY CALIFORNIA ICON CALIFORNIA TOUCH CHEER FOR SOUTH CIRCUIT MAXIMUS CIRCUIT SEVEN DAN ATTACK DEEP PURSUIT DENFIELD DIAMOND FLARE DIAMOND SOARS DRACO DRALA DURHAM STAR EVERYONE'S VICTORY FALCON COURT FASHION LEGEND GALLANT GOODY GORGEOUS VITALITY HAYDAY HINOKAMI KAGURA HOWDEEPISYOURLOVE HYPER DRAGON BALL JOY OF SPRING LIFE OF STONE LUCKY ARCHANGEL MASTER MASTERMIND MORE RICE MUGEN NOBLE ONE NOBLE WIN PACKING BOLE PACKING BRILLIANT PARENTS' LOVE ROBOT KNIGHT RUN RUN TIMING SELF IMPROVEMENT SPLENDID STAR SPONGE BABE SPORTS LEGEND SUGAR BALL SUPER ELITE SUPER GLORY SUPER HIGHWAY SUPREME LUCKY TEAM HAPPY THE GOLDEN SCENERY THE GOOD DEAL VIGOR ELLEEGANT VIVA GRACIOUSNESS VOYAGE BUBBLE WINNING MONEY YEE CHEONG RAIDER YOO YOO KNIGHT YOUTHFUL DEAL,2023_J157,AUS,3,Bay,Gelding,
86,PP,"$491,150","$6,861,150",2-2-4-40,2,Conghua(05/04/2024),22/08/2020,A S Cruz,Siu Pak Kwan,78,90,Dansili,Fantasia,Sadler's Wells,Nil,2020_E120,GB,7,Bay,Gelding,
87,PP,"$1,155,900","$2,782,250",2-3-1-24,1,Hong Kong(27/07/2022),18/12/2021,P C Ng,Mr & Mrs Yan Qing Lin,61,58,Slade Power,Roseisarose,Acclamation,HARMONY N HOME MODEST GENTLEMAN,2021_G303,IRE,5,Bay,Gelding,
88,PPG,$0,$0,0-0-0-0,0,Conghua(05/04/2024),24/02/2024,D J Whyte,Stella Fung Siu Wan,,,Starspangledbanner,In The Fast Lane,Jet Master,J428 BEAUTY ETERNAL BEAUTY WAVES BRILLIANT EXPRESS CALIFORNIA BANNER CALIFORNIA SPANGLE CALIFORNIA STAR CHAMPION DRAGON CITY THUNDER COPARTNER AMBITION DROMBEG BANNER HELENE WARRIOR JAZZ CLUB LUCKY BANNER NORDIC DRAGON PRESTIGE ALWAYS PROSECCO RUBY SAILING SIGHT HAPPY SOLID WIN SPANGLE FORTUNE SPLENDID LIVING STELLAR SWIFT TURIN STARSPANGLED WINNING HEART,2023_J397,IRE,3,Bay,Gelding,
89,PPG,$0,$0,0-0-0-3,0,Hong Kong(16/01/2023),16/01/2023,A S Cruz,Chui Ling Ling,45,50,Deep Field,Loyal Hero,Reset,J423 J427 ADEFILL ALMIGHTY KICK BLAZING WIND CALIFORNIA DEEPLY CALIFORNIA ICON CALIFORNIA TOUCH CHEER FOR SOUTH CIRCUIT MAXIMUS CIRCUIT SEVEN DAN ATTACK DEEP PURSUIT DENFIELD DIAMOND FLARE DIAMOND SOARS DRACO DRALA DURHAM STAR EVERYONE'S VICTORY FALCON COURT FASHION LEGEND GALLANT GOODY GORGEOUS VITALITY HAYDAY HINOKAMI KAGURA HOWDEEPISYOURLOVE HYPER DRAGON BALL JOY OF SPRING LIFE OF STONE LUCKY ARCHANGEL MASTER MASTERMIND MORE RICE MUGEN NOBLE ONE NOBLE WIN PACKING BOLE PACKING BRILLIANT PARENTS' LOVE ROBOT KNIGHT RUN RUN TIMING SELF IMPROVEMENT SPLENDID STAR SPONGE BABE SPORTS LEGEND SUGAR BALL SUPER ELITE SUPER GLORY SUPER HIGHWAY SUPREME LUCKY TEAM HAPPY THE GOLDEN SCENERY THE GOOD DEAL VIGOR ELLEEGANT VIVA GRACIOUSNESS VOYAGE BUBBLE WINNING MONEY YEE CHEONG RAIDER YOO YOO KNIGHT YOUTHFUL DEAL,2022_H307,AUS,3,Bay,Gelding,
90,PP,"$435,000","$6,945,450",2-2-2-25,0,Conghua(19/02/2024),20/01/2021,J Size,Edmond Siu Kim Ping,83,94,Darci Brahma,Star Guest,Pentire,H349 AMAZING TEENS COSMO NAVIGATOR D STAR DARCI JOY FORTUNE RACER FOXHUNTER KING FURTHER FORWARD GOLDEN DARCI JOYFUL HUNTER KING INVINCIBLE SPEED DRAGON TO INFINITY,2020_E365,NZ,6,Bay,Gelding,
91,PPG,"$1,035,450","$3,425,850",2-5-4-27,0,Hong Kong(02/09/2020),02/09/2020,K H Ting,Wu Chak Man & Ng Chit Yam,57,53,Power,La Vienne,Thorn Park,J365 ACE POWER CHEONG FAT HEALTHY POWER HOLY POWER WIDE BLUE YONDER,2020_E168,NZ,6,Bay,Gelding,
92,PPG,"$4,878,600","$5,742,600",5-1-3-15,1,Conghua(22/03/2024),26/07/2022,D J Whyte,Daryl Ng Win Kong,84,59,Capitalist,Grenada,Dolphin Street,J308 J362 J369 J402 ALWAYS MY FOLKS BELLE HEART CALIFORNIA BLITZ CAPITAL DELIGHT CAPITAL LEGEND CHILLI BABA GENEVA GIANT LEAP HERO WARRIOR JUBILANT WINNER LADY BILLIE MA COMET MONTA FRUTTA PLENTIFUL RISE COMPANIONS SAVVY CHIC SEASONS WIT SMILING EMPEROR SOLAR GOGO SOLAR UP SPICY KNUCKLES SPORTIC WARRIOR SUNLIGHT POWER SUPERB CAPITALIST WINNING DATA,2022_H078,AUS,5,Bay,Gelding,
93,PPG,"$254,900","$5,152,100",4-5-3-25,0,Conghua(13/03/2024),30/08/2021,A S Cruz,Lianne Lam & Matthew Lam Kin Hong,73,76,Duporth,Mollycat,Catbird,HAPPY PARK,2021_G156,AUS,5,Bay,Gelding,
94,PPG,"$1,060,200","$3,276,150",2-4-1-15,0,Conghua(07/02/2024),09/11/2021,K W Lui,Mr & Mrs Matthew Lam Kin Hong,74,71,Myboycharlie,Isador Amore,Hidden Dragon,REACH GOAL,2021_G268,AUS,5,Bay,Gelding,
95,PPG,"$409,500","$409,500",0-1-0-8,2,Conghua(08/04/2024),08/05/2023,C S Shum,Wallace Cheung Kwong Yung,43,52,Star Witness,Amberio,Captain Rio,AURORA LADY BRIGHT INHERITANCE GALAXY WITNESS HUMBLE STAR MANYTHANKS FOREVER MOLLY'S WITNESS MR MAESTRO NERVOUS WITNESS SUPER INFINITY YOUNG HORIZON,2022_H425,AUS,4,Chestnut,Gelding,
96,PP,$0,$0,0-0-0-6,2,Hong Kong(13/01/2024),26/03/2023,J Richards,Edmond Yue Kwok Yin,71,82,Cityscape,O K Angie,Orpen,LA CITY BLANCHE,2022_H389,ARG,4,Bay,Gelding,
97,PP,$0,$0,0-0-0-0,0,Hong Kong(19/12/2023),19/12/2023,P C Ng,Alfred Chong Kin Ngai,63,63,Ambidexter,Kelly Royale,Keltrice,Nil,2023_J241,AUS,4,Bay,Gelding,
98,PP,$0,$0,0-0-0-1,1,Hong Kong(07/11/2023),07/11/2023,C H Yip,23/24 Dennis C H Yip Trainer Syndicate,64,64,Star Witness,Solar Kitty,Northern Meteor,AURORA LADY BRAVE WITNESS GALAXY WITNESS HUMBLE STAR MANYTHANKS FOREVER MOLLY'S WITNESS MR MAESTRO NERVOUS WITNESS SUPER INFINITY YOUNG HORIZON,2023_J215,AUS,4,Chestnut,Gelding,
99,PPG,$0,$0,0-0-0-3,1,Hong Kong(16/03/2024),14/08/2023,W Y So,Gary Lau Sun Tao & Ronald Lau Sun Ting,48,52,Per Incanto,Mandalong Belle,Choisir,J409 J421 A AMERIC TE SPECSO AEROINVINCIBLE BABY CRYSTAL CAMP FIRE CAN'T GO WONG CIRCUIT VICTORY COLOURFUL PRINCE DUKE WAI FLYING DRAGON GOLDEN LINK GOLDEN LUCK GRAND BOSS HAPPY DAY HEALTHY HEALTHY I GIVE LITTLE BROSE LUCKY FIONN RAGING BLIZZARD RATTAN KINGDOM RATTAN WORLD ROARING BEBE SEIZING THE MOMENT SIXTH GENERATION THE PRIME UNISON WOOD ON FIRE,2023_J088,NZ,3,Bay,Gelding,
100,PPG,"$336,875","$374,675",0-0-1-17,2,Hong Kong(25/01/2024),05/07/2022,C H Yip,Chan Ming Wing,21,40,Complacent,Thyme,Thorn Park,THE PERFECT MATCH,2022_H030,NZ,4,Brown,Gelding,
101,PPG,$0,$0,0-0-0-0,0,Conghua(13/09/2023),27/07/2023,A S Cruz,Wong Wing Keung,52,52,El Roca,Light Up The Sky,Postponed,CIRCUIT MIGHTY EIGHTEEN PALMS GUMMY BEAR MR GOOD VIBES VIVA HUNTER,2023_J045,NZ,4,Chestnut,Gelding,
102,PPG,$0,"$737,100",1-1-0-14,0,Conghua(20/03/2024),13/09/2021,C H Yip,Jack Chong Chun Kit,41,46,Sacred Falls,Do Ra Mi,Savabeel,EASY TWO GLORIOUS JOURNEY NIMBLE NIMBUS SMART FIGHTER TAKE ACTION,2021_G179,NZ,5,Bay,Gelding,
103,PPG,$0,$0,0-0-0-0,0,Hong Kong(27/07/2023),27/07/2023,K W Lui,Cheng Ying Yim,52,52,Iffraaj,Voliera,Keeper,J451 AMAZING TRAVIS I CAN LEATHER MASTER LUCKY GOLD NICHOLSON RETURNS SUNNY BABY SUPER TAICHI,2023_J046,NZ,4,Chestnut,Gelding,
104,PPG,$0,$0,0-0-0-0,0,Hong Kong(08/01/2024),08/01/2024,J Size,Larry Yung Chi Kin,52,52,Starspangledbanner,Fun In Flight,Fusaichi Pegasus,J428 BEAUTY ETERNAL BEAUTY WAVES BLING BLING GENIUS CALIFORNIA BANNER CALIFORNIA SPANGLE CALIFORNIA STAR CHAMPION DRAGON CITY THUNDER COPARTNER AMBITION DROMBEG BANNER HELENE WARRIOR JAZZ CLUB LUCKY BANNER NORDIC DRAGON PRESTIGE ALWAYS PROSECCO RUBY SAILING SIGHT HAPPY SOLID WIN SPANGLE FORTUNE SPLENDID LIVING STELLAR SWIFT TURIN STARSPANGLED WINNING HEART,2023_J321,AUS,3,Bay,Gelding,
105,PPG,"$5,552,400","$10,451,700",6-4-4-30,2,Hong Kong(18/05/2022),27/09/2021,J Size,Mr & Mrs Colin Lo Chor Cheong,98,84,All Too Hard,Dubleanny,Dubleo,J342 ALL BEAUTY BEAU CADEAU BOWSER BRAVE JOY CONTI CONTI GREAT LOOKING JOLLY COMPANION KEEFY MUST GO PATCH OF STARS VICTORYTHIRTYTHREE,2021_G213,AUS,5,Chestnut,Gelding,
106,PPG,$0,$0,0-0-0-0,0,Hong Kong(06/04/2024),09/09/2023,A S Cruz,Chloe Liang Shun Yin,,,Mehmas,Obama Rule,Danehill Dancer,J456 TAJ DRAGON,2023_J131,IRE,3,Bay,Gelding,
107,PPG,$0,$0,0-0-0-0,0,Hong Kong(20/02/2024),20/02/2024,W K Mo,The Executors of the Estate of the late Howard Liang Yum Shing,,,Capitalist,Lilith,Hinchinbrook,J308 J362 J369 J402 ALWAYS MY FOLKS BELLE HEART BLUE MARLIN CAPITAL DELIGHT CAPITAL LEGEND CHILLI BABA GENEVA GIANT LEAP HERO WARRIOR JUBILANT WINNER LADY BILLIE MA COMET MONTA FRUTTA PLENTIFUL RISE COMPANIONS SAVVY CHIC SEASONS WIT SMILING EMPEROR SOLAR GOGO SOLAR UP SPICY KNUCKLES SPORTIC WARRIOR SUNLIGHT POWER SUPERB CAPITALIST WINNING DATA,2023_J370,AUS,2,Chestnut,Gelding,
108,PP,"$3,379,650","$7,702,650",3-3-2-28,2,Hong Kong(07/03/2024),19/12/2020,P F Yiu,"Mr & Mrs Leung Lun, Paul Leung Yuk Hung and The Hon Leung Kenneth Yuk Wai",84,68,Zoffany,Starship,Galileo,ACA POWER ALLOY KING,2020_E306,IRE,7,Bay,Gelding,
109,PPG,$0,$0,0-0-0-0,0,Hong Kong(09/09/2023),09/09/2023,W K Mo,Good Memory Syndicate,,,Starspangledbanner,Cristal Fashion,Jeremy,J428 BEAUTY ETERNAL BEAUTY WAVES BLING BLING GENIUS BRILLIANT EXPRESS CALIFORNIA SPANGLE CALIFORNIA STAR CHAMPION DRAGON CITY THUNDER COPARTNER AMBITION DROMBEG BANNER HELENE WARRIOR JAZZ CLUB LUCKY BANNER NORDIC DRAGON PRESTIGE ALWAYS PROSECCO RUBY SAILING SIGHT HAPPY SOLID WIN SPANGLE FORTUNE SPLENDID LIVING STELLAR SWIFT TURIN STARSPANGLED WINNING HEART,2023_J132,IRE,3,Chestnut,Gelding,
110,PP,"$37,200","$2,787,275",1-4-1-17,0,Conghua(26/01/2024),10/05/2021,A S Cruz,Charmian Liang Shun Ming,64,71,I Am Invincible,Magic Harmony,Danehill Dancer,J419 J420 AMAZING ACE CALL ME DANDY CHAMPION METHOD MAJESTIC EXPRESS MOJAVE DESERT PATCH OF WATCH ROBOT FIGHTER SERGEANT PEPPER,2020_E431,AUS,6,Bay,Gelding,
111,PPG,"$18,183,706","$75,752,006",13-6-2-25,1,Hong Kong(19/09/2023),19/12/2020,A S Cruz,The Executors of the Estate of the late Howard Liang Yum Shing,126,129,Starspangledbanner,Pearlitas Passion,High Chaparral,J428 BEAUTY ETERNAL BEAUTY WAVES BLING BLING GENIUS BRILLIANT EXPRESS CALIFORNIA BANNER CALIFORNIA STAR CHAMPION DRAGON CITY THUNDER COPARTNER AMBITION DROMBEG BANNER HELENE WARRIOR JAZZ CLUB LUCKY BANNER NORDIC DRAGON PRESTIGE ALWAYS PROSECCO RUBY SAILING SIGHT HAPPY SOLID WIN SPANGLE FORTUNE SPLENDID LIVING STELLAR SWIFT TURIN STARSPANGLED WINNING HEART,2020_E314,IRE,6,Bay,Gelding,
112,PPG,$0,$0,0-0-0-0,0,Hong Kong(06/04/2024),09/09/2023,A S Cruz,The Executors of the Estate of the late Howard Liang Yum Shing,,,Starspangledbanner,Marechale,Anabaa,J428 BEAUTY ETERNAL BEAUTY WAVES BLING BLING GENIUS BRILLIANT EXPRESS CALIFORNIA BANNER CALIFORNIA SPANGLE CHAMPION DRAGON CITY THUNDER COPARTNER AMBITION DROMBEG BANNER HELENE WARRIOR JAZZ CLUB LUCKY BANNER NORDIC DRAGON PRESTIGE ALWAYS PROSECCO RUBY SAILING SIGHT HAPPY SOLID WIN SPANGLE FORTUNE SPLENDID LIVING STELLAR SWIFT TURIN STARSPANGLED WINNING HEART,2023_J123,FR,3,Bay,Gelding,
113,PP,"$753,300","$4,871,238",2-3-1-19,3,Hong Kong(02/03/2024),29/06/2022,A S Cruz,Good Memory Syndicate,64,79,Deep Field,Murtle Turtle,Murtajill,J423 J427 ADEFILL ALMIGHTY KICK BLAZING WIND BOOMBAYAH CALIFORNIA ICON CALIFORNIA TOUCH CHEER FOR SOUTH CIRCUIT MAXIMUS CIRCUIT SEVEN DAN ATTACK DEEP PURSUIT DENFIELD DIAMOND FLARE DIAMOND SOARS DRACO DRALA DURHAM STAR EVERYONE'S VICTORY FALCON COURT FASHION LEGEND GALLANT GOODY GORGEOUS VITALITY HAYDAY HINOKAMI KAGURA HOWDEEPISYOURLOVE HYPER DRAGON BALL JOY OF SPRING LIFE OF STONE LUCKY ARCHANGEL MASTER MASTERMIND MORE RICE MUGEN NOBLE ONE NOBLE WIN PACKING BOLE PACKING BRILLIANT PARENTS' LOVE ROBOT KNIGHT RUN RUN TIMING SELF IMPROVEMENT SPLENDID STAR SPONGE BABE SPORTS LEGEND SUGAR BALL SUPER ELITE SUPER GLORY SUPER HIGHWAY SUPREME LUCKY TEAM HAPPY THE GOLDEN SCENERY THE GOOD DEAL VIGOR ELLEEGANT VIVA GRACIOUSNESS VOYAGE BUBBLE WINNING MONEY YEE CHEONG RAIDER YOO YOO KNIGHT YOUTHFUL DEAL,2021_G451,AUS,4,Bay,Gelding,
114,PPG,$0,$0,0-0-0-0,0,Hong Kong(09/09/2023),09/09/2023,W K Mo,Charis Liang Shun Xing,,,Footstepsinthesand,Kune Kune,Sir Percy,Nil,2023_J129,GB,3,Bay,Gelding,
115,PP,$0,$0,0-0-0-0,0,Hong Kong(19/12/2023),19/12/2023,C W Chang,Lai Yiu Keung,63,63,Holler,Power Of Joy,Speed 'N' Power,CHAMPION INSTINCT,2023_J243,AUS,3,Bay,Gelding,
116,PPG,"$1,702,350","$1,702,350",2-0-1-8,2,Hong Kong(02/11/2023),08/05/2023,A S Cruz,Chester Liang Jun Yu,59,52,Zoustar,Total Attraction,Nadeem,J405 J417 J422 J458 AMAZING RUN CELESTIAL COLOURS CHIU CHOW BROTHER CHIU CHOW SPIRIT HAPPY HORSE HEALTHY HAPPY KOWLOON EAST STAR LOVING VIBES MY FLYING ANGEL NOT USUAL STAR PATCH OF THETA RAGING RAPIDS SOLAR PARTNER STELLAR EXPRESS SUMMIT CHEERS SUPER FORTUNE SWEET DIAMOND YOUNG CHAMPION,2022_H418,AUS,3,Bay,Gelding,
117,PP,"$427,800","$427,800",0-1-0-7,2,Hong Kong(31/07/2023),31/07/2023,W K Mo,Charmian Liang Shun Ming,58,65,Deep Field,Touch Of Greatness,Don Eduardo,J423 J427 ADEFILL ALMIGHTY KICK BLAZING WIND BOOMBAYAH CALIFORNIA DEEPLY CALIFORNIA ICON CHEER FOR SOUTH CIRCUIT MAXIMUS CIRCUIT SEVEN DAN ATTACK DEEP PURSUIT DENFIELD DIAMOND FLARE DIAMOND SOARS DRACO DRALA DURHAM STAR EVERYONE'S VICTORY FALCON COURT FASHION LEGEND GALLANT GOODY GORGEOUS VITALITY HAYDAY HINOKAMI KAGURA HOWDEEPISYOURLOVE HYPER DRAGON BALL JOY OF SPRING LIFE OF STONE LUCKY ARCHANGEL MASTER MASTERMIND MORE RICE MUGEN NOBLE ONE NOBLE WIN PACKING BOLE PACKING BRILLIANT PARENTS' LOVE ROBOT KNIGHT RUN RUN TIMING SELF IMPROVEMENT SPLENDID STAR SPONGE BABE SPORTS LEGEND SUGAR BALL SUPER ELITE SUPER GLORY SUPER HIGHWAY SUPREME LUCKY TEAM HAPPY THE GOLDEN SCENERY THE GOOD DEAL VIGOR ELLEEGANT VIVA GRACIOUSNESS VOYAGE BUBBLE WINNING MONEY YEE CHEONG RAIDER YOO YOO KNIGHT YOUTHFUL DEAL,2023_J051,AUS,4,Bay,Gelding,
118,PP,"$3,047,750","$3,530,750",1-1-1-11,0,Hong Kong(08/02/2024),17/12/2022,A S Cruz,Chester Liang Jun Yu,78,76,Bated Breath,Caption,Motivator,SUPERB MOVE TALENTS SUPREMO UNPRESUMING,2022_H258,IRE,4,Bay,Gelding,
119,PPG,$0,$0,0-0-0-4,0,Conghua(01/01/2024),07/11/2022,C Fownes,Nisa Leung & James Lin,45,45,Charm Spirit,Fluorescent,High Chaparral,AWESOME TREASURE CHARMING STEED CHEVAL VALIANT DOUBLE BINGO FUN N FUN TOGETHER GLORY CLOUD GO GO GO HAPPY HUNK HONG KONG HALL KA YING VICTORY LADY'S CHOICE LO PAN SPIRIT MASTER OF ALL MILLENNIUM FALCON SILVER SPURS SOARING TOWER TACTICAL COMMAND TRIPLE BLISS,2022_H231,NZ,4,Bay,Gelding,
120,ISG,"$753,300","$3,778,750",2-2-2-13,0,Conghua(12/01/2024),10/07/2022,K W Lui,Philip Liu Chun Hang,69,68,I Am Invincible,Solar Moon,Pivotal,J419 J420 AMAZING ACE CALIFORNIA CIBLE CHAMPION METHOD MAJESTIC EXPRESS MOJAVE DESERT PATCH OF WATCH ROBOT FIGHTER SERGEANT PEPPER,2021_G469,AUS,5,Brown,Gelding,
121,PPG,$0,$0,0-0-0-0,0,Conghua(08/03/2024),19/12/2023,D J Whyte,Augustine Wong Ho Ming,52,52,Per Incanto,Bellerama,Fusaichi Pegasus,J409 J421 A AMERIC TE SPECSO AEROINVINCIBLE BABY CRYSTAL BRAVO WARRIOR CAN'T GO WONG CIRCUIT VICTORY COLOURFUL PRINCE DUKE WAI FLYING DRAGON GOLDEN LINK GOLDEN LUCK GRAND BOSS HAPPY DAY HEALTHY HEALTHY I GIVE LITTLE BROSE LUCKY FIONN RAGING BLIZZARD RATTAN KINGDOM RATTAN WORLD ROARING BEBE SEIZING THE MOMENT SIXTH GENERATION THE PRIME UNISON WOOD ON FIRE,2023_J259,NZ,3,Bay,Gelding,
122,PPG,"$1,045,800","$1,045,800",1-1-0-2,1,Hong Kong(28/12/2023),08/05/2023,K W Lui,Philip Liu Chun Hang,63,52,No Nay Never,Boomex,Exceed And Excel,J416 HAPPYDEARHAPPYDEER LUCY IN THE SKY MASSIVE SOVEREIGN MASTER STROKE ONE FOR ALL ROMANTIC HERO RUN RAN RUN SKY SONG SPIRITED EXPRESS,2022_H410,AUS,3,Bay,Gelding,
123,PPG,$0,$0,0-0-0-0,0,Hong Kong(19/10/2023),19/10/2023,C W Chang,Philip Liu Chun Hang,52,52,Justify,Santa Clara,Foxwedge,J364 J441 JUSTIFY YOURSELF MILES AWAY PRAY FOR MIR UNBELIEVABLE,2023_J202,AUS,3,Chestnut,Gelding,
